Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
16131032,"Abaddon's Gate (The Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,0316129070,9780316129077,4,4.19,Orbit,Paperback,539,2013,2013,09/12/2014,09/12/2014,,,read,,,,1,,,0,,,,,
7719355,"Blameless (Parasol Protectorate, #3)",Gail Carriger,"Carriger, Gail",,0316074152,9780316074155,4,4.01,Orbit,Mass Market Paperback,355,2010,2010,16/12/2014,16/12/2014,,,read,,,,1,,,0,,,,,
6933876,"Changeless (Parasol Protectorate, #2)",Gail Carriger,"Carriger, Gail",,0316074144,9780316074148,4,4,Orbit,Mass Market Paperback,400,2010,2010,16/12/2014,16/12/2014,,,read,,,,1,,,0,,,,,
6381205,"Soulless (Parasol Protectorate, #1)",Gail Carriger,"Carriger, Gail",,0316056634,9780316056632,4,3.91,Orbit,Mass Market Paperback,357,2009,2009,16/12/2014,16/12/2014,,,read,,,,1,,,0,,,,,
78982,"Not a Penny More, Not a Penny Less",Jeffrey Archer,"Archer, Jeffrey",,0312997132,9780312997137,0,4.01,St. Martin's Paperbacks,Paperback,305,2004,1976,25/03/2015,25/03/2015,,,read,,,,1,,,0,,,,,
854757,Bet Me,Jennifer Crusie,"Crusie, Jennifer",,0312987854,9780312987855,3,3.94,St. Martin's Paperbacks,Paperback,391,2004,2004,14/03/2015,14/03/2015,,,read,,,,1,,,0,,,,,
7201,As the Crow Flies,Jeffrey Archer,"Archer, Jeffrey",,0312997116,9780312997113,0,4.06,St. Martin's Paperbacks,Paperback,800,2004,1990,25/03/2015,25/03/2015,,,read,,,,1,,,0,,,,,
2992061,Born of Night (The League: Nemesis Rising #1),Sherrilyn Kenyon,"Kenyon, Sherrilyn",,0312942303,9780312942304,2,4.2,St. Martin's Paperbacks,Mass Market Paperback,539,2009,1996,17/01/2015,17/01/2015,,,read,,,,1,,,0,,,,,
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,0312861877,9780312861872,4,3.78,Tor Books,Mass Market Paperback,592,1996,1991,19/03/2014,19/03/2014,,,read,,,,1,,,0,,,,,
13206828,"Cress (The Lunar Chronicles, #3)",Marissa Meyer,"Meyer, Marissa",,0312642970,9780312642976,3,4.46,Feiwel & Friends,Hardcover,552,2014,2014,02/12/2014,02/12/2014,,,read,,,,1,,,0,,,,,
13206900,"Winter (The Lunar Chronicles, #4)",Marissa Meyer,"Meyer, Marissa",,0312642989,9780312642983,3,4.48,Feiwel & Friends,Hardcover,827,2015,2015,10/12/2014,10/12/2014,,,read,,,,1,,,0,,,,,
13206760,"Scarlet (The Lunar Chronicles, #2)",Marissa Meyer,"Meyer, Marissa",,0312642962,9780312642969,3,4.3,Feiwel & Friends,Hardcover,454,2013,2013,02/12/2014,02/12/2014,,,read,,,,1,,,0,,,,,
11235712,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,0312641893,9780312641894,3,4.15,Feiwel and Friends,Hardcover,390,2012,2012,02/12/2014,02/12/2014,,,read,,,,1,,,0,,,,,
4066312,"Smooth Talking Stranger (Travises, #3)",Lisa Kleypas,"Kleypas, Lisa",,0312351666,9780312351663,4,4.16,St. Martin's Press,Mass Market Paperback,340,2009,2009,16/03/2015,16/03/2015,,,read,,,,1,,,0,,,,,
61535,The Selfish Gene,Richard Dawkins,"Dawkins, Richard",,0199291152,9780199291151,4,4.12,Oxford University Press,Paperback,360,2006,1976,,19/03/2014,,,read,,,,1,,,0,,,,,
12266560,Angelmaker,Nick Harkaway,"Harkaway, Nick",,0307595951,9780307595959,5,3.93,Alfred A. Knopf,Hardcover,482,2012,2012,22/02/2015,22/02/2015,,,read,,,,1,,,0,,,,,
81069,The Forgotten Beasts of Eld,Patricia A. McKillip,"McKillip, Patricia A.",,0152055363,9780152055363,5,4.07,HMH Books for Young Readers,Paperback,343,2006,1974,04/07/2016,04/07/2016,,,read,,,,1,,,0,,,,,
847168,A View from the Bridge: A Play in Two Acts,Arthur Miller,"Miller, Arthur",,0140481354,9780140481358,3,3.7,Penguin Books,Paperback,96,1977,1955,19/04/2015,19/04/2015,,,read,,,,1,,,0,,,,,
7144,Crime and Punishment,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",David McDuff,0143058142,9780143058144,4,4.19,Penguin,Paperback,671,2002,1866,,19/03/2014,,,read,,,,1,,,0,,,,,
17881,Notes from Underground & The Double,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor",Jessie Coulson,0140442529,9780140442526,4,4.19,Penguin Books,Paperback,287,1972,2009,,19/03/2014,,,read,,,,1,,,0,,,,,
23253083,"Flamecaster (Shattered Realms, #1)",Cinda Williams Chima,"Chima, Cinda Williams",,006238094X,9780062380944,0,4.05,HarperCollins,Hardcover,535,2016,2016,,06/10/2015,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
6527841,"A Conspiracy of Kings (The Queen's Thief, #4)",Megan Whalen Turner,"Turner, Megan Whalen",,0061870935,9780061870934,3,4.08,Greenwillow Books/HarperCollins Publishers,Hardcover,316,2010,2010,22/04/2015,22/04/2015,,,read,,,,1,,,0,,,,,
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,0062024035,9780062024039,3,4.23,Katherine Tegen Books,Paperback,487,2012,2011,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,0061120081,9780061120084,0,4.26,Harper Perennial Modern Classics,Paperback,324,2006,1960,03/12/2014,03/12/2014,,,read,,,,1,,,0,,,,,
40158,"The Queen of Attolia (The Queen's Thief, #2)",Megan Whalen Turner,"Turner, Megan Whalen",,0060841826,9780060841829,4,4.22,Eos,Paperback,362,2006,2000,22/04/2015,22/04/2015,,,read,,,,1,,,0,,,,,
40159,"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner,"Turner, Megan Whalen",,006083577X,9780060835774,5,4.36,Greenwillow Books,Hardcover,387,2006,2006,22/04/2015,22/04/2015,,,read,,,,1,,,0,,,,,
448873,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,"Turner, Megan Whalen",,0060824972,9780060824976,3,3.91,Greenwillow Books,Paperback,280,2005,1996,22/04/2015,22/04/2015,,,read,,,,1,,,0,,,,,
73064,"Natural Born Charmer (Chicago Stars, #7)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0060734574,9780060734572,5,4.15,William Morrow,Hardcover,400,2007,2004,08/03/2015,08/03/2015,,,read,,,,1,,,0,,,,,
14497,Neverwhere,Neil Gaiman,"Gaiman, Neil",,0060557818,9780060557812,4,4.18,William Morrow Paperbacks,Paperback,370,2003,1996,13/08/2015,13/08/2015,,,read,,,,1,,,0,,,,,
73089,"Match Me If You Can (Chicago Stars, #6)",Susan Elizabeth Phillips,"Phillips, Susan Elizabeth",,0060734566,9780060734565,4,4.13,AVON Books,Mass Market Paperback,388,2006,2005,26/03/2015,26/03/2015,,,read,,,,1,,,0,,,,,
21611,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,0060510862,9780060510862,5,4.15,Voyager,Paperback,278,2003,1974,22/11/2014,22/11/2014,,,read,,,,1,,,0,,,,,
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,0007524277,9780007524273,2,3.63,HarperCollins Children's Book's,Hardcover,526,2013,2013,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
60223,"See Jane Score (Chinooks Hockey Team, #2)",Rachel Gibson,"Gibson, Rachel",,0060009241,9780060009243,3,4.06,Avon,Mass Market Paperback,363,2003,2003,20/03/2015,20/03/2015,,,read,,,,1,,,0,,,,,
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,0007442912,9780007442911,3,4.06,HarperCollins Children's Books,Hardcover,525,2012,2012,30/11/2014,30/11/2014,,,read,,,,1,,,0,,,,,
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,0007423292,9780007423293,3,3.87,Voyager,Hardcover,384,2011,2011,08/05/2015,08/05/2015,,,read,,,,1,,,0,,,,,
3272165,Bad Science,Ben Goldacre,"Goldacre, Ben",,0007240198,9780007240197,5,4.07,Fourth Estate,Paperback,338,2008,2008,,25/03/2014,,,read,,,,1,,,0,,,,,
7139892,"Under Heaven (Under Heaven, #1)",Guy Gavriel Kay,"Kay, Guy Gavriel",,0007342012,9780007342013,4,4.13,HarperVoyager,Hardcover,573,2010,2010,26/09/2015,26/09/2015,,,read,,,,1,,,0,,,,,
61886,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,0007133618,9780007133611,5,4.16,Voyager,Paperback,496,2003,2000,25/01/2015,25/01/2015,,,read,,,,1,,,0,,,,,
